application_no,amount,date,amount_fine,amount_discount,description,collected_by,payment_mode,received_by,fee_category,fee_group,fee_type,receipt_id
2023361,1200,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7830
2023375,1200,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7831
2023072,1000,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7832
2023340,1200,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7833
2023334,800,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-ARTS,8,7834
2023393,800,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-ARTS,8,7835
2200234,800,2023-07-24,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-AIP-BOOKS,5,7836
2023333,1200,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7837
2023150,1200,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7838
2023390,1200,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7839
2023392,800,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-ARTS,8,7840
2023080,800,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-ARTS,8,7841
2023389,1200,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7842
2023360,1200,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7843
2023347,1200,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7844
2023327,1200,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7845
2023326,1200,2023-07-25,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7846
2023228,1200,2023-07-25,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7847
2023379,1200,2023-07-25,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7848
2023252,1200,2023-07-25,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7849
2023328,800,2023-07-25,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-ARTS,8,7850
2023384,1200,2023-07-25,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7851
2023441,1200,2023-07-25,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7852
2023377,800,2023-07-25,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-ARTS,8,7853
2023337,1200,2023-07-25,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7854
2023401,800,2023-07-25,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-ARTS,8,7855
2023402,1200,2023-07-25,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7856
2023398,1200,2023-07-25,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7857
2023325,800,2023-07-25,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-ARTS,8,7858
2023323,1200,2023-07-25,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7859
2023400,800,2023-07-25,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-ARTS,8,7860
2023395,1200,2023-07-25,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7861
2023408,1200,2023-07-25,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7862
2023410,1200,2023-07-25,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7863
2023212,1200,2023-07-25,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7864
2023448,10000,2023-07-25,0,0,"JEE MAINS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-JEE,7,7865
2023480,2500,2023-07-25,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SR-ON-TC,8,7866
2023464,2500,2023-07-25,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SR-ON-TC,8,7867
2023456,2500,2023-07-25,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SR-ON-TC,8,7868
2023455,2500,2023-07-25,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SR-ON-TC,8,7869
2023463,2500,2023-07-25,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SR-ON-TC,8,7870
2023468,2500,2023-07-25,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SR-ON-TC,8,7871
2023472,2500,2023-07-25,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SR-ON-TC,8,7872
2023482,2500,2023-07-25,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SR-ON-TC,8,7873
2023481,2500,2023-07-25,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SR-ON-TC,8,7874
2023458,2500,2023-07-25,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SR-ON-TC,8,7875
2023467,2500,2023-07-25,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SR-ON-TC,8,7876
2023454,2500,2023-07-25,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SR-ON-TC,8,7877
2023461,2500,2023-07-25,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SR-ON-TC,8,7878
2023462,2500,2023-07-25,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SR-ON-TC,8,7879
2023448,2500,2023-07-25,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SR-ON-TC,8,7880
2023470,2500,2023-07-25,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SR-ON-TC,8,7881
2023479,2500,2023-07-25,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SR-ON-TC,8,7882
2023460,2500,2023-07-25,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SR-ON-TC,8,7883
2023469,2500,2023-07-25,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SR-ON-TC,8,7884
2023478,2500,2023-07-25,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SR-ON-TC,8,7885
2023465,2500,2023-07-25,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SR-ON-TC,8,7886
2023484,2500,2023-07-25,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SR-ON-TC,8,7887
2023457,2500,2023-07-26,0,0,"ADMISSION FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2023-202408199-SR-ON-TC,8,7888
2023459,2500,2023-07-26,0,0,"ADMISSION FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2023-202408199-SR-ON-TC,8,7889
2023459,7500,2023-07-26,0,0,"TUITION FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2023-202408199-TUITION-SR-MPC,1,7890
2023466,2500,2023-07-26,0,0,"ADMISSION FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2023-202408199-SR-ON-TC,8,7891
2200233,800,2023-07-26,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-AIP-BOOKS,5,7892
1347,100,2023-07-26,0,0,"RECORD FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,10,7895
1347,500,2023-07-26,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-JEE-AC,35,7896
2023008,5000,2023-07-26,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,7897
2023491,1200,2023-07-26,0,0,"ADMISSION FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2023-202408199-ADMISSION-SCIENCE,8,7898
1475,500,2023-07-26,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-MPC,35,7899
2023054,4000,2023-07-26,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,7900
1314,100,2023-07-26,0,0,"RECORD FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,10,7901
1314,2000,2023-07-26,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-JEE-AC,1,7902
1314,500,2023-07-26,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-JEE-AC,35,7902
2200130,5000,2023-07-26,0,0,"JEE MAINS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-JEE,7,7903
2200130,5000,2023-07-26,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-JEE,1,7903
1473,500,2023-07-26,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-JEE-AC,35,7904
1280,100,2023-07-26,0,0,"RECORD FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,10,7905
1280,500,2023-07-26,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-JEE-AC,35,7906
2023128,4000,2023-07-26,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-ARTS,1,7907
2023157,5000,2023-07-26,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,7908
2023453,800,2023-07-26,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-AIP-BOOKS,5,7909
2200041,4000,2023-07-26,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,7910
2023489,1200,2023-07-26,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7911
2023489,2300,2023-07-26,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-JEE,1,7912
1394,500,2023-07-26,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-BIPC,35,7913
2023347,3000,2023-07-26,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,7914
1514,10000,2023-07-26,0,0,"TUITION FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2021-202208199-JR-MEC,1,7915
1411,100,2023-07-26,0,0,"RECORD FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,10,7916
1411,500,2023-07-26,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-MPC,35,7917
1387,3000,2023-07-26,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-BIPC,1,7918
1425,2000,2023-07-26,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,1,7919
1425,1200,2023-07-26,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,8,7919
1425,100,2023-07-26,0,0,"RECORD FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,10,7919
2023100,3800,2023-07-26,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,7920
2023100,1200,2023-07-26,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7921
2200177,1000,2023-07-26,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SIP-BOOKS,5,7922
2023493,2500,2023-07-26,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SR-ON-TC,8,7923
2200177,5000,2023-07-26,0,0,"JEE MAINS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-JEE,7,7924
2023494,2500,2023-07-26,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SR-ON-TC,8,7925
2023459,5000,2023-07-26,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,7926
2023487,2500,2023-07-26,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SR-ON-TC,8,7927
2023485,2500,2023-07-26,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SR-ON-TC,8,7928
2200152,4000,2023-07-26,0,0,"JEE MAINS FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2023-202408199-TUITION-SR-JEE,7,7929
2200177,2000,2023-07-26,0,0,"VAN FEE (LOCAL)","Super Admin(9000)","PAYMENT GATEWAY",1,fees,"2022-202308199VAN FEE (LOCAL)",12,7930
2200075,5000,2023-07-26,0,0,"TUITION FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2023-202408199-TUITION-SR-JEE,1,7931
2200380,1000,2023-07-26,0,0,"TUITION FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2022-202308199-JR-MPC,1,7932
2200380,4000,2023-07-26,0,0,"TUITION FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2023-202408199-TUITION-SR-MPC,1,7933
2200030,5000,2023-07-26,0,0,"JEE MAINS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-JEE,7,7934
2200030,1000,2023-07-26,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SIP-BOOKS,5,7935
2200234,2000,2023-07-26,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-CEC,1,7936
2200303,800,2023-07-26,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-AIP-BOOKS,5,7937
2023484,5000,2023-07-26,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,7938
1335,500,2023-07-27,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-MPC,35,7939
1335,500,2023-07-27,0,0,"BOOKLET FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2021-202208199-JR-MPC,4,7940
1335,1200,2023-07-27,0,0,"ADMISSION FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2021-202208199-JR-MPC,8,7940
1335,100,2023-07-27,0,0,"RECORD FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2021-202208199-JR-MPC,10,7940
2023308,5000,2023-07-27,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,7941
2023332,1200,2023-07-27,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7942
2023381,800,2023-07-27,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-ARTS,8,7943
2023208,800,2023-07-27,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-ARTS,8,7944
2023277,800,2023-07-27,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-ARTS,8,7946
2023387,1200,2023-07-27,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7947
2023388,1200,2023-07-27,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7948
2023497,1200,2023-07-27,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7949
2023477,800,2023-07-27,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-ARTS,8,7950
2023271,1200,2023-07-27,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7951
2023244,4000,2023-07-27,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,7952
2023464,1000,2023-07-27,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SIP-BOOKS,5,7953
1472,500,2023-07-27,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-JEE-AC,35,7954
1514,1000,2023-07-27,0,0,"TUITION FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2021-202208199-JR-MEC,1,7955
1514,800,2023-07-27,0,0,"EXAM FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2021-202208199-JR-MEC,2,7955
1514,500,2023-07-27,0,0,"BOOKLET FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2021-202208199-JR-MEC,4,7955
1514,700,2023-07-27,0,0,"ADMISSION FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2021-202208199-JR-MEC,8,7955
1514,100,2023-07-27,0,0,"RECORD FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2021-202208199-JR-MEC,10,7955
1514,500,2023-07-27,0,0,"TC FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2022-202308199-SR-MEC,35,7956
2023245,1200,2023-07-27,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7957
2023245,1000,2023-07-27,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SIP-BOOKS,5,7958
2023246,1200,2023-07-27,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7959
2023246,1000,2023-07-27,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SIP-BOOKS,5,7960
2023246,3000,2023-07-27,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,7961
2023245,3000,2023-07-27,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,7962
2200375,500,2023-07-29,0,0,"TC FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2022-202308199-SR-MPC,35,7963
2023460,5000,2023-07-31,0,0,"TUITION FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2023-202408199-TUITION-SR-MPC,1,7964
2023474,1200,2023-07-31,0,0,"ADMISSION FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2023-202408199-ADMISSION-SCIENCE,8,7965
2200021,4000,2023-07-31,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,7966
2023193,1200,2023-07-31,0,0,"ADMISSION FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2023-202408199-ADMISSION-SCIENCE,8,7967
2023399,1200,2023-07-31,0,0,"ADMISSION FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2023-202408199-ADMISSION-SCIENCE,8,7968
2023143,1000,2023-07-31,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SIP-BOOKS,5,7969
2200199,5000,2023-07-31,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,7970
2200199,1000,2023-07-31,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SIP-BOOKS,5,7971
2200199,2200,2023-07-31,0,0,"UNIFORM FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-JR-MPC,9,7972
2023383,1200,2023-07-31,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7973
2023383,2000,2023-07-31,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-JEE,1,7974
2200374,5000,2023-07-31,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,7975
2023098,800,2023-07-31,0,0,"ADMISSION FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2023-202408199-ADMISSION-ARTS,8,7976
2023098,400,2023-07-31,0,0,"TUITION FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2023-202408199-TUITION-ARTS,1,7977
2023193,1000,2023-07-31,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SIP-BOOKS,5,7978
2023193,2000,2023-07-31,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,7979
2023243,5000,2023-07-31,0,0,"JEE MAINS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-JEE,7,7980
2023243,1000,2023-07-31,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SIP-BOOKS,5,7981
2023243,1200,2023-07-31,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7982
1088,500,2023-07-31,0,0,2021-202208199-TC,"Super Admin(9000)",Cash,1,fees,2021-202208199-SR-BIPC,27,7983
2023280,1200,2023-07-31,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7984
2023280,3800,2023-07-31,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,7985
1388,3000,2023-07-31,0,0,"VAN FEE (LOCAL)","Super Admin(9000)",Cash,1,fees,"2022-202308199VAN FEE (LOCAL)",12,7986
1388,500,2023-07-31,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-BIPC,35,7987
2200159,5000,2023-07-31,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,7988
2023188,5000,2023-07-31,0,0,"TUITION FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2023-202408199-TUITION-SCIENCE,1,7989
2023025,1000,2023-07-31,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SIP-BOOKS,5,7990
2023025,5000,2023-07-31,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,7991
2200149,4000,2023-07-31,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-CEC,1,7992
2023374,800,2023-07-31,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-ARTS,8,7993
2023374,400,2023-07-31,0,0,"TUITION FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2023-202408199-TUITION-ARTS,1,7994
2023457,5000,2023-07-31,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-JEE,1,7995
2023457,5000,2023-07-31,0,0,"JEE MAINS FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2023-202408199-TUITION-SR-JEE,7,7996
2023502,1200,2023-07-31,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7997
2023498,5000,2023-07-31,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-JEE,1,7998
2023490,800,2023-08-01,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-ARTS,8,7999
1540,500,2023-08-01,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-CEC,35,8000
2200175,5000,2023-08-01,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-CEC,1,8001
2023503,1200,2023-08-01,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,8002
2023272,3000,2023-08-01,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,8003
2023188,3000,2023-08-01,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,8004
2023247,3000,2023-08-01,0,0,"JEE MAINS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-JEE,7,8005
2023498,1200,2023-08-01,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,8006
2023295,3800,2023-08-01,0,0,"JEE MAINS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-JEE,7,8007
2023133,1000,2023-08-01,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SIP-BOOKS,5,8008
2023311,1200,2023-08-01,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,8009
2023311,1000,2023-08-01,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SIP-BOOKS,5,8010
2023104,1200,2023-08-01,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,8011
2200107,5000,2023-08-01,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,8012
2023480,5000,2023-08-01,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,8013
2023472,5000,2023-08-01,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,8014
2023469,4000,2023-08-01,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-CEC,1,8015
2200397,5000,2023-08-01,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-JR-JEE-AC,1,8016
2023505,1200,2023-08-01,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,8017
