application_no,amount,date,amount_fine,amount_discount,description,collected_by,payment_mode,received_by,fee_category,fee_group,fee_type,receipt_id
1437,500,2023-07-18,0,0,"TC FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2022-202308199-SR-MPC,35,7638
1412,100,2023-07-18,0,0,"RECORD FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2021-202208199-JR-MPC,10,7639
1412,500,2023-07-18,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-MPC,35,7640
1264,500,2023-07-18,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-MPC,35,7641
2023173,1200,2023-07-18,0,0,"ADMISSION FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2023-202408199-ADMISSION-SCIENCE,8,7642
2023173,5000,2023-07-18,0,0,"JEE MAINS FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2023-202408199-TUITION-JEE,7,7643
2023173,5000,2023-07-18,0,0,"TUITION FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2023-202408199-TUITION-JEE,1,7643
2200259,800,2023-07-18,0,0,"BOOKS FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2023-202408199-AIP-BOOKS,5,7644
2200092,5000,2023-07-18,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-CEC,1,7645
2023115,5000,2023-07-18,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-ARTS,1,7646
1534,500,2023-07-18,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-MPC,35,7647
2023055,1000,2023-07-19,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SIP-BOOKS,5,7648
2200036,5000,2023-07-19,0,0,"TUITION FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2023-202408199-TUITION-SR-MPC,1,7649
2023084,2000,2023-07-19,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,7650
2200217,1200,2023-07-19,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-BIPC-BOOKS,5,7651
1429,500,2023-07-19,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-JEE-AC,35,7652
1429,100,2023-07-19,0,0,"RECORD FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,10,7653
2023422,1200,2023-07-19,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7654
1418,2000,2023-07-19,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-MPC,1,7655
2023293,5000,2023-07-19,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-ARTS,1,7656
2023397,800,2023-07-19,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-AIP-BOOKS,5,7657
2023227,800,2023-07-19,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-AIP-BOOKS,5,7658
2023374,800,2023-07-19,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-AIP-BOOKS,5,7659
2023326,1000,2023-07-19,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SIP-BOOKS,5,7660
2023410,1000,2023-07-19,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SIP-BOOKS,5,7661
2023085,1000,2023-07-19,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SIP-BOOKS,5,7662
2023335,800,2023-07-19,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-ARTS,8,7663
2200005,800,2023-07-19,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-AIP-BOOKS,5,7664
2200005,5000,2023-07-19,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-CEC,1,7665
2200214,800,2023-07-19,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-AIP-BOOKS,5,7666
2200056,5000,2023-07-19,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-JEE,1,7667
2200056,5000,2023-07-19,0,0,"JEE MAINS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-JEE,7,7667
2023052,5000,2023-07-19,0,0,"JEE MAINS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-JEE,7,7668
2023052,5000,2023-07-19,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-JEE,1,7668
2200167,3000,2023-07-19,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-CEC,1,7669
2023208,3000,2023-07-19,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-ARTS,1,7670
2023208,800,2023-07-19,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-AIP-BOOKS,5,7671
2023198,800,2023-07-19,0,0,"BOOKS FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2023-202408199-AIP-BOOKS,5,7672
2200131,800,2023-07-19,0,0,"BOOKS FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2023-202408199-AIP-BOOKS,5,7673
1484,500,2023-07-19,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-JEE-AC,35,7674
1443,500,2023-07-19,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-JEE-AC,35,7675
2200191,500,2023-07-19,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-JR-BIPC,1,7676
2200191,4500,2023-07-19,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-BIPC,1,7677
2023008,1000,2023-07-20,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SIP-BOOKS,5,7678
2023201,5000,2023-07-20,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,7679
2200180,2200,2023-07-20,0,0,"UNIFORM FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-JR-MPC,9,7680
2023336,1200,2023-07-20,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7681
2023035,1000,2023-07-20,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SIP-BOOKS,5,7682
2023035,5000,2023-07-20,0,0,"JEE MAINS FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2023-202408199-TUITION-JEE,7,7683
2023035,5000,2023-07-20,0,0,"TUITION FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2023-202408199-TUITION-JEE,1,7683
2023438,800,2023-07-20,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SIP-BOOKS,5,7684
1270,100,2023-07-20,0,0,"RECORD FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,10,7685
1270,500,2023-07-20,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-JEE-AC,35,7686
1284,3000,2023-07-20,0,0,"VAN FEE (NON LOCAL)","Super Admin(9000)","PAYMENT GATEWAY",1,fees,"2022-202308199VAN FEE (NON LOCAL)",13,7687
1284,500,2023-07-20,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-JEE-AC,35,7688
2200223,800,2023-07-20,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-AIP-BOOKS,5,7689
2023440,800,2023-07-20,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-ARTS,8,7690
2023309,800,2023-07-20,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-AIP-BOOKS,5,7691
2023274,1200,2023-07-20,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-BIPC-BOOKS,5,7692
2023239,5000,2023-07-20,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,7693
2023239,1000,2023-07-20,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SIP-BOOKS,5,7694
2200171,3000,2023-07-20,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,7695
2023406,800,2023-07-20,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-AIP-BOOKS,5,7696
2023148,100,2023-07-22,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SIP-BOOKS,5,7697
2023148,5000,2023-07-22,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,7698
2023148,900,2023-07-22,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SIP-BOOKS,5,7699
2023270,1000,2023-07-22,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SIP-BOOKS,5,7700
2023477,5000,2023-07-22,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-ARTS,1,7701
2023013,8000,2023-07-22,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,7702
2023258,1200,2023-07-22,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7703
2023258,5000,2023-07-22,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,7704
2023114,1200,2023-07-22,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7705
2200257,5000,2023-07-22,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,7706
2200258,5000,2023-07-22,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-CEC,1,7707
2200258,800,2023-07-22,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-AIP-BOOKS,5,7708
2023056,6000,2023-07-22,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,7709
2200228,5000,2023-07-22,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-CEC,1,7710
1485,100,2023-07-22,0,0,"RECORD FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,10,7711
1485,500,2023-07-22,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-MPC,35,7712
1526,100,2023-07-22,0,0,"RECORD FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,10,7713
1526,500,2023-07-22,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-MPC,35,7714
1292,500,2023-07-22,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-MPC,35,7715
1278,500,2023-07-22,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-MPC,35,7716
1390,500,2023-07-22,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-BIPC,35,7717
1398,500,2023-07-22,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-BIPC,35,7718
1384,500,2023-07-22,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-BIPC,35,7719
1391,500,2023-07-22,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-BIPC,35,7720
1486,500,2023-07-22,0,0,"TC FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2022-202308199-SR-JEE-AC,35,7721
1389,500,2023-07-22,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-BIPC,35,7722
1391,100,2023-07-22,0,0,"RECORD FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-BIPC,10,7723
2023465,2000,2023-07-22,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-CEC,1,7724
2023465,800,2023-07-22,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-AIP-BOOKS,5,7725
2200403,500,2023-07-22,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-JEE-AC,35,7726
1287,500,2023-07-22,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-JEE-AC,35,7727
1287,100,2023-07-22,0,0,"RECORD FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,10,7728
2200109,3000,2023-07-22,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-CEC,1,7729
2200109,800,2023-07-22,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-AIP-BOOKS,5,7730
1033,2000,2023-07-22,0,0,"TUITION FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2021-202208199-SR-MEC,1,7731
1406,500,2023-07-22,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-MPC,35,7732
1390,4000,2023-07-22,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-BIPC,1,7733
1390,1200,2023-07-22,0,0,"UNIFORM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-BIPC,9,7734
1486,3500,2023-07-22,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-JEE-AC,1,7735
1486,2000,2023-07-22,0,0,"TUITION FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2022-202308199-SR-JEE-AC,1,7736
2200059,5000,2023-07-24,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-JEE,1,7737
2023463,1000,2023-07-24,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SIP-BOOKS,5,7738
2023019,5000,2023-07-24,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,7739
2023019,1000,2023-07-24,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SIP-BOOKS,5,7740
2023365,5000,2023-07-24,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,7741
2023365,1000,2023-07-24,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SIP-BOOKS,5,7742
1295,1200,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,8,7743
1295,100,2023-07-24,0,0,"RECORD FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,10,7743
1295,500,2023-07-24,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-JEE-AC,35,7744
2023373,5000,2023-07-24,0,0,"TUITION FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2023-202408199-TUITION-JEE,1,7745
1370,500,2023-07-24,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-JEE-AC,35,7746
1449,100,2023-07-24,0,0,"JEE MAINS FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-JEE-AC,7,7747
1449,500,2023-07-24,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-JEE-AC,35,7747
1356,500,2023-07-24,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-JEE-AC,35,7748
1417,500,2023-07-24,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,4,7749
1417,100,2023-07-24,0,0,"RECORD FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2021-202208199-JR-MPC,10,7750
1417,500,2023-07-24,0,0,"TC FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2022-202308199-SR-JEE-AC,35,7751
1334,100,2023-07-24,0,0,"RECORD FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,10,7752
1334,500,2023-07-24,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-MPC,35,7753
1458,100,2023-07-24,0,0,"RECORD FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,10,7754
1458,500,2023-07-24,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-JEE-AC,35,7755
1342,500,2023-07-24,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-JEE-AC,35,7756
1434,1200,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,8,7757
1434,100,2023-07-24,0,0,"RECORD FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,10,7757
1434,500,2023-07-24,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-MPC,35,7758
1359,500,2023-07-24,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-JEE-AC,35,7759
1431,100,2023-07-24,0,0,"RECORD FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,10,7760
1431,500,2023-07-24,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-MPC,35,7761
1338,500,2023-07-24,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-MPC,35,7762
1550,1200,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-BIPC,8,7763
1550,100,2023-07-24,0,0,"RECORD FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-BIPC,10,7763
1550,500,2023-07-24,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-BIPC,35,7764
1294,1200,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,8,7765
1294,100,2023-07-24,0,0,"RECORD FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,10,7765
1294,500,2023-07-24,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-JEE-AC,35,7766
1294,600,2023-07-24,0,0,"UNIFORM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,9,7768
2023063,1200,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7769
2023254,1000,2023-07-24,0,0,"BOOKS FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2023-202408199-SIP-BOOKS,5,7770
2023254,5000,2023-07-24,0,0,"JEE MAINS FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2023-202408199-TUITION-JEE,7,7771
2023254,5000,2023-07-24,0,0,"TUITION FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2023-202408199-TUITION-JEE,1,7771
1282,1200,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,8,7772
1282,100,2023-07-24,0,0,"RECORD FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,10,7772
1282,2000,2023-07-24,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-JEE-AC,1,7773
1282,10000,2023-07-24,0,0,"JEE MAINS FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-JEE-AC,7,7773
2023161,1000,2023-07-24,0,0,"BOOKS FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2023-202408199-BIPC-BOOKS,5,7774
2023161,5000,2023-07-24,0,0,"TUITION FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2023-202408199-TUITION-SCIENCE,1,7775
1282,500,2023-07-24,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-JEE-AC,35,7776
2200275,4000,2023-07-24,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-CEC,1,7777
2023024,5000,2023-07-24,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,7778
2023161,200,2023-07-24,0,0,"BOOKS FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2023-202408199-BIPC-BOOKS,5,7779
2023340,2500,2023-07-24,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,7780
2023340,1000,2023-07-24,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SIP-BOOKS,5,7781
2023475,800,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-ARTS,8,7782
2200128,7000,2023-07-24,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-JEE,1,7784
2200128,7000,2023-07-24,0,0,"JEE MAINS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-JEE,7,7784
2023259,1200,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7785
2023279,1200,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7786
2023395,5000,2023-07-24,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,7787
1339,500,2023-07-24,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-MPC,35,7788
2023266,800,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-ARTS,8,7789
2023415,1200,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7790
2200023,1000,2023-07-24,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SIP-BOOKS,5,7791
2023448,5000,2023-07-24,0,0,"JEE MAINS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-JEE,7,7792
2023124,5000,2023-07-24,0,0,"TUITION FEE","Super Admin(9000)","PAYMENT GATEWAY",1,fees,2023-202408199-TUITION-SCIENCE,1,7793
1339,8500,2023-07-24,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-MPC,1,7794
1425,500,2023-07-24,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-MPC,35,7795
2023333,5000,2023-07-24,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,7796
2200007,5000,2023-07-24,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,7797
2023437,800,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-ARTS,8,7798
2023476,1200,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7799
2023339,1200,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7801
2023355,1200,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7802
2023272,1200,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7803
2023194,1200,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7804
2023231,1200,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7805
2023070,1200,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7806
2023172,1200,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7808
2023129,1200,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7809
2023160,800,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-ARTS,8,7810
2023315,1000,2023-07-24,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SIP-BOOKS,5,7811
2023338,1200,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7812
2023216,1200,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7813
2023363,1200,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7814
2023353,800,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-ARTS,8,7815
2023287,1200,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7816
2023373,1200,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7817
2023286,1200,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-ARTS,8,7818
2023367,1200,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7819
2023351,1200,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7820
2023141,1200,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7821
2023364,1200,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7822
2023365,1200,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7823
2023247,1200,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7824
2023376,1200,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7825
2023362,800,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-ARTS,8,7826
2023092,1200,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-SCIENCE,8,7827
2023394,800,2023-07-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-ADMISSION-ARTS,8,7828
2200271,5000,2023-07-24,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-JEE,1,7829
